Group 44
Average similarity: 56.24

Species	Av.Abund	Av.Sim	 Sim/SD	Contrib%	Cum.%
19.9726923076923	    0.00	    0.72	   1.05	  21.35	    1.54	53.78
19.8613793103448	    0.00	    0.69	   1.02	   3.50	    1.50	55.27
9.75530612244898	    1.08	    0.47	   1.02	   1.19	    1.50	56.77
17.6253333333333	    0.00	    0.64	   1.00	   0.87	    1.46	58.23
20.361875	    0.00	    0.67	   0.95	   4.28	    1.40	59.63
17.4094262295082	    0.18	    0.61	   0.93	   1.09	    1.37	61.00
12.6674074074074	    0.00	    0.62	   0.90	  37.07	    1.32	62.31
21.5752941176471	    0.00	    0.66	   0.90	   0.87	    1.31	63.63
36.9133333333333	    0.00	    0.56	   0.88	   0.87	    1.29	64.92
17.325	    0.00	    0.53	   0.83	   0.87	    1.22	66.14
18.7188461538462	    0.17	    0.69	   0.78	   1.62	    1.14	67.28
20.568	    0.00	    0.51	   0.75	   8.59	    1.10	68.38
24.6694736842105	    0.00	    0.54	   0.73	   0.87	    1.06	69.44
22.5944444444445	    0.00	    0.53	   0.72	   0.87	    1.06	70.50
38.5183870967742	    0.49	    0.00	   0.72	   0.86	    1.06	71.55
9.693125	    0.77	    0.31	   0.72	   1.15	    1.05	72.61
18.2241176470588	    0.31	    0.77	   0.68	   1.26	    1.00	73.60
8.47375	    0.46	    0.00	   0.67	   0.86	    0.98	74.59
23.036	    0.00	    0.48	   0.65	   0.87	    0.95	75.54
14.6988	    0.77	    0.36	   0.64	   1.27	    0.93	76.47
22.5507692307692	    0.00	    0.38	   0.60	   0.87	    0.88	77.35
21.2123809523809	    0.00	    0.41	   0.59	   5.91	    0.87	78.23
19.0516666666667	    0.00	    0.37	   0.58	   0.87	    0.85	79.08
18.844	    0.39	    0.00	   0.57	   0.86	    0.84	79.92
19.6197619047619	    0.37	    0.00	   0.54	   0.86	    0.80	80.72
37.0488	    0.00	    0.40	   0.54	   0.87	    0.79	81.50
29.0286666666667	    0.00	    0.34	   0.54	   0.87	    0.79	82.29
8.54566666666667	    0.37	    0.20	   0.53	   1.13	    0.78	83.07
22.6261111111111	    0.00	    0.34	   0.52	   0.87	    0.77	83.84
10.22	    0.36	    0.00	   0.52	   0.86	    0.76	84.60
14.5888888888889	    0.34	    0.00	   0.50	   0.86	    0.73	85.33
23.6841666666667	    0.00	    0.36	   0.49	   0.87	    0.71	86.05
8.90476190476191	    0.00	    0.29	   0.45	   0.87	    0.66	86.71
30.8036538461538	    1.21	    1.04	   0.42	   1.32	    0.62	87.33
25.925	    0.00	    0.31	   0.42	   0.87	    0.61	87.94
22.9871428571429	    0.00	    0.30	   0.41	   0.87	    0.60	88.54
13.261724137931	    0.00	    0.29	   0.39	   0.87	    0.57	89.12
9.26	    0.00	    0.29	   0.39	   0.87	    0.57	89.69
26.9185714285714	    0.00	    0.25	   0.39	   0.87	    0.57	90.26

Groups 31  &  24
Average dissimilarity = 53.69

	Group 31	Group 24	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
16.3974358974359	    2.04	    0.00	   2.28	   9.07	    4.25	 4.25
26.7885915492958	    1.00	    2.67	   1.92	   1.59	    3.58	 7.84
8.06111111111111	    0.00	    1.68	   1.86	   3.84	    3.46	11.29
15.2082352941176	    1.12	    0.00	   1.25	   4.18	    2.33	13.63
37.5636363636364	    1.00	    0.00	   1.10	   0.86	    2.06	15.68
21.4994285714286	    0.00	    0.99	   1.09	   2.70	    2.03	17.71
8.51615384615385	    0.96	    0.00	   1.07	   7.49	    2.00	19.71
15.538	    0.92	    0.79	   1.03	   1.01	    1.93	21.64
38.5471428571429	    0.93	    0.00	   1.03	   0.86	    1.91	23.55
16.7157142857143	    0.88	    0.00	   0.98	   8.91	    1.83	25.37
22.7275	    0.00	    0.86	   0.96	  13.64	    1.79	27.16
15.4576923076923	    3.16	    2.33	   0.94	   3.47	    1.75	28.91
12.3973333333333	    0.00	    0.82	   0.92	  19.15	    1.72	30.63
13.8641666666667	    0.81	    0.00	   0.91	   3.70	    1.69	32.33
33.6365517241379	    0.81	    0.00	   0.90	   0.86	    1.67	34.00
19.6197619047619	    0.75	    0.00	   0.84	   5.17	    1.56	35.56
20.2579411764706	    0.00	    0.76	   0.82	   2.02	    1.54	37.10
14.6988	    1.10	    0.36	   0.82	   2.01	    1.52	38.62
19.9726923076923	    0.00	    0.72	   0.81	  32.71	    1.50	40.12
22.768947368421	    0.00	    0.72	   0.80	  12.39	    1.49	41.61
11.8188888888889	    0.70	    0.00	   0.79	   0.86	    1.47	43.09
17.9564705882353	    0.67	    0.00	   0.76	   3.93	    1.41	44.49
20.361875	    0.65	    0.67	   0.73	   3.04	    1.36	45.86
21.5752941176471	    0.43	    0.66	   0.73	   1.20	    1.36	47.22
17.6253333333333	    0.45	    0.64	   0.73	   1.10	    1.35	48.57
13.12375	    0.63	    0.00	   0.70	   3.17	    1.30	49.87
37.0488	    0.85	    0.40	   0.70	   1.36	    1.30	51.18
13.261724137931	    0.89	    0.29	   0.69	   1.53	    1.29	52.46
27.6873684210526	    0.21	    0.83	   0.69	   1.57	    1.28	53.74
36.9133333333333	    0.61	    0.56	   0.68	   0.93	    1.27	55.01
17.4094262295082	    1.00	    0.61	   0.66	   1.30	    1.22	56.23
21.1221428571429	    0.57	    1.09	   0.65	   0.98	    1.20	57.43
17.325	    0.20	    0.53	   0.62	   1.14	    1.15	58.58
18.7188461538462	    0.16	    0.69	   0.61	   1.70	    1.14	59.72
12.7288235294118	    0.66	    0.13	   0.61	   1.72	    1.14	60.86
13.797380952381	    0.79	    1.07	   0.60	   1.84	    1.11	61.97
22.5944444444445	    0.52	    0.53	   0.60	   8.39	    1.11	63.09
9.75530612244898	    0.96	    0.47	   0.58	   0.92	    1.09	64.17
15.7421917808219	    1.01	    1.15	   0.57	   2.42	    1.07	65.24
15.375625	    0.67	    0.17	   0.57	   2.02	    1.06	66.30
16.9747058823529	    0.69	    0.17	   0.57	   2.86	    1.06	67.36
24.6694736842105	    0.00	    0.54	   0.57	   0.87	    1.06	68.42
34.2623076923077	    0.50	    0.26	   0.56	   1.16	    1.04	69.46
36.111	    0.48	    0.00	   0.55	   0.86	    1.02	70.48
15.11	    0.70	    0.23	   0.51	   1.77	    0.95	71.43
23.036	    0.00	    0.48	   0.51	   0.87	    0.95	72.38
16.2865	    1.30	    0.86	   0.51	   1.47	    0.95	73.33
21.2123809523809	    0.00	    0.41	   0.46	   6.64	    0.85	74.18
36.9716666666667	    0.39	    0.12	   0.44	   1.09	    0.82	75.00
19.7226829268293	    1.72	    2.11	   0.44	   2.92	    0.81	75.81
22.5507692307692	    0.30	    0.38	   0.44	   3.20	    0.81	76.62
24.26	    0.00	    0.39	   0.43	  28.44	    0.81	77.43
9.693125	    0.38	    0.31	   0.43	   1.02	    0.79	78.22
19.0516666666667	    0.49	    0.37	   0.41	   2.21	    0.76	78.98
29.0286666666667	    0.00	    0.34	   0.41	   0.87	    0.75	79.73
22.6261111111111	    0.00	    0.34	   0.40	   0.87	    0.74	80.47
23.6841666666667	    0.00	    0.36	   0.38	   0.87	    0.71	81.19
18.2241176470588	    0.44	    0.77	   0.37	   2.32	    0.69	81.87
20.5108620689655	    0.86	    1.18	   0.36	   2.82	    0.67	82.54
8.90476190476191	    0.00	    0.29	   0.34	   0.87	    0.64	83.18
19.2089189189189	    0.87	    1.17	   0.34	   2.42	    0.62	83.81
16.8514285714286	    0.29	    0.00	   0.33	   0.86	    0.61	84.42
25.925	    0.00	    0.31	   0.33	   0.87	    0.61	85.03
20.8027027027027	    1.05	    1.33	   0.32	   1.50	    0.60	85.63
22.9871428571429	    0.00	    0.30	   0.32	   0.87	    0.60	86.23
14.0566666666667	    0.28	    0.15	   0.31	   1.16	    0.58	86.81
9.26	    0.00	    0.29	   0.31	   0.87	    0.57	87.37
19.6651428571429	    0.78	    1.05	   0.30	   5.65	    0.56	87.94
8.30714285714286	    0.26	    0.00	   0.30	   0.86	    0.55	88.49
19.8613793103448	    0.43	    0.69	   0.30	   1.32	    0.55	89.04
26.9185714285714	    0.00	    0.25	   0.29	   0.87	    0.55	89.59
37.0736363636364	    0.27	    0.00	   0.29	   0.86	    0.55	90.14

Groups 44  &  27
Average dissimilarity = 56.52

	Group 44	Group 27	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
8.90476190476191	    2.50	    0.00	   3.81	   9.93	    6.74	 6.74
26.7885915492958	    2.65	    0.69	   2.94	   2.79	    5.21	11.95
19.7226829268293	    2.46	    3.88	   2.18	   6.26	    3.85	15.80
9.75530612244898	    1.23	    0.00	   1.87	   5.75	    3.32	19.12
21.1221428571429	    1.47	    0.35	   1.68	   2.10	    2.96	22.08
8.47375	    1.09	    0.00	   1.67	   0.86	    2.96	25.05
33.6365517241379	    1.02	    1.34	   1.56	   2.47	    2.76	27.80
30.8036538461538	    1.91	    0.91	   1.53	   7.97	    2.71	30.51
37.5636363636364	    0.99	    0.82	   1.51	   1.00	    2.66	33.17
17.325	    0.98	    0.00	   1.50	   7.17	    2.65	35.82
21.4994285714286	    0.00	    0.95	   1.44	  29.59	    2.55	38.37
13.7290677966102	    1.39	    0.46	   1.40	   1.87	    2.49	40.86
22.768947368421	    0.00	    0.89	   1.37	   3.99	    2.43	43.28
8.51615384615385	    0.00	    0.93	   1.36	   0.87	    2.40	45.69
38.5183870967742	    0.87	    0.70	   1.32	   1.02	    2.34	48.02
13.797380952381	    0.00	    0.80	   1.20	   3.52	    2.13	50.15
9.693125	    0.77	    0.00	   1.17	   0.86	    2.07	52.22
19.6197619047619	    0.74	    0.98	   1.13	   2.50	    2.00	54.22
36.9133333333333	    0.74	    0.00	   1.12	   0.86	    1.98	56.19
20.2579411764706	    0.00	    0.74	   1.11	   2.84	    1.96	58.15
37.0736363636364	    0.69	    0.00	   1.05	   0.86	    1.86	60.01
36.111	    0.00	    0.62	   0.99	   0.87	    1.76	61.77
9.7	    0.63	    0.00	   0.97	   0.86	    1.71	63.48
36.94125	    0.00	    0.60	   0.96	   0.87	    1.70	65.18
31.61	    0.61	    0.00	   0.94	   0.86	    1.67	66.85
15.538	    0.56	    0.00	   0.86	   0.86	    1.52	68.37
21.5752941176471	    0.00	    0.55	   0.83	  24.33	    1.48	69.85
17.4094262295082	    0.94	    1.35	   0.79	   1.38	    1.40	71.25
20.5108620689655	    0.51	    0.26	   0.78	   1.28	    1.38	72.63
20.361875	    0.51	    0.00	   0.77	   0.86	    1.37	73.99
18.2241176470588	    0.51	    0.17	   0.77	   1.13	    1.36	75.36
15.4576923076923	    0.80	    0.96	   0.77	   3.26	    1.36	76.71
15.7421917808219	    0.72	    1.22	   0.75	   1.52	    1.33	78.05
19.8613793103448	    0.47	    0.49	   0.75	   0.91	    1.32	79.36
11.0493181818182	    0.49	    0.00	   0.75	   0.86	    1.32	80.68
9.776	    0.00	    0.50	   0.73	   0.87	    1.29	81.98
13.12375	    0.48	    0.00	   0.72	   0.86	    1.28	83.26
20.4546666666667	    0.46	    0.00	   0.70	   0.86	    1.25	84.50
14.6988	    0.93	    0.51	   0.65	   2.69	    1.15	85.65
8.23	    0.42	    0.00	   0.65	   0.86	    1.14	86.80
14.0566666666667	    0.42	    0.00	   0.64	   0.86	    1.13	87.93
18.7188461538462	    0.00	    0.42	   0.64	  13.22	    1.13	89.06
21.3482051282051	    1.14	    1.55	   0.64	   1.61	    1.12	90.18

Groups 16  &  27
Average dissimilarity = 72.40

	Group 16	Group 27	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
19.5253846153846	    0.00	    2.04	   2.77	   6.86	    3.82	 3.82
15.538	    1.66	    0.00	   2.29	   2.82	    3.16	 6.98
19.7226829268293	    2.16	    3.88	   2.27	   3.22	    3.14	10.13
21.3482051282051	    0.00	    1.55	   2.11	   4.55	    2.91	13.04
21.405	    0.00	    1.55	   2.10	   4.18	    2.90	15.94
15.6227272727273	    1.52	    0.00	   2.02	   5.04	    2.79	18.73
26.7885915492958	    1.51	    0.69	   1.96	   1.32	    2.71	21.44
15.4576923076923	    2.28	    0.96	   1.86	   1.59	    2.56	24.01
33.6365517241379	    0.00	    1.34	   1.82	   5.02	    2.51	26.52
19.6651428571429	    1.17	    0.00	   1.62	   2.04	    2.24	28.76
8.47375	    1.17	    0.00	   1.57	  12.00	    2.16	30.92
17.6253333333333	    1.14	    0.00	   1.56	   3.79	    2.15	33.07
16.3974358974359	    1.08	    0.32	   1.54	   1.06	    2.13	35.20
20.5108620689655	    1.39	    0.26	   1.53	   2.80	    2.11	37.32
9.75530612244898	    0.95	    0.00	   1.35	   1.39	    1.86	39.18
19.6197619047619	    0.00	    0.98	   1.33	   7.22	    1.83	41.01
19.2089189189189	    0.93	    0.00	   1.27	   3.50	    1.75	42.77
21.5752941176471	    1.44	    0.55	   1.24	   2.34	    1.71	44.48
8.51615384615385	    0.28	    0.93	   1.23	   1.23	    1.69	46.17
20.8027027027027	    0.86	    0.00	   1.17	   8.45	    1.61	47.78
37.5636363636364	    1.50	    0.82	   1.15	   1.04	    1.59	49.37
8.54566666666667	    0.77	    0.00	   1.12	   0.86	    1.55	50.92
18.295	    0.75	    0.00	   0.93	   0.86	    1.29	52.21
20.8413333333333	    0.64	    0.00	   0.93	   0.86	    1.29	53.50
17.8185714285714	    0.63	    0.00	   0.92	   0.86	    1.27	54.77
38.5183870967742	    0.00	    0.70	   0.91	   0.86	    1.26	56.02
20.568	    0.63	    0.00	   0.88	   1.53	    1.22	57.24
36.111	    0.00	    0.62	   0.88	   0.86	    1.21	58.45
21.4994285714286	    0.67	    0.95	   0.87	   2.37	    1.20	59.66
30.8036538461538	    0.61	    0.91	   0.86	   1.59	    1.18	60.84
36.94125	    0.00	    0.60	   0.85	   0.86	    1.17	62.01
11.8472727272727	    0.61	    0.00	   0.84	   2.42	    1.16	63.17
23.216	    0.58	    0.22	   0.82	   1.18	    1.13	64.30
20.2579411764706	    0.14	    0.74	   0.81	   1.75	    1.12	65.42
22.768947368421	    0.35	    0.89	   0.78	   1.15	    1.08	66.50
13.797380952381	    0.24	    0.80	   0.78	   1.43	    1.07	67.57
14.6988	    1.04	    0.51	   0.72	   8.46	    0.99	68.56
22.5507692307692	    0.48	    0.00	   0.70	   0.86	    0.97	69.54
15.7421917808219	    0.68	    1.22	   0.70	   1.32	    0.97	70.50
17.9564705882353	    0.48	    0.00	   0.70	   0.86	    0.97	71.47
16.2865	    0.69	    0.19	   0.69	   2.03	    0.96	72.43
19.0516666666667	    0.47	    0.00	   0.68	   0.86	    0.94	73.37
21.1221428571429	    0.51	    0.35	   0.68	   1.18	    0.94	74.30
9.776	    0.00	    0.50	   0.65	   0.86	    0.90	75.20
19.8613793103448	    0.25	    0.49	   0.65	   1.15	    0.89	76.10
17.4094262295082	    1.02	    1.35	   0.63	   1.44	    0.87	76.97
27.6873684210526	    0.48	    0.00	   0.59	   0.86	    0.82	77.79
37.0488	    0.48	    0.00	   0.59	   0.86	    0.82	78.61
20.361875	    0.41	    0.00	   0.50	   0.86	    0.70	79.31
8.30714285714286	    0.34	    0.00	   0.50	   0.86	    0.69	80.00
17.325	    0.38	    0.00	   0.47	   0.86	    0.66	80.66
13.7290677966102	    0.33	    0.46	   0.46	   1.88	    0.64	81.30
28.0072727272727	    0.36	    0.00	   0.44	   0.86	    0.61	81.91
26.15	    0.35	    0.00	   0.44	   0.86	    0.61	82.52
22.6261111111111	    0.00	    0.32	   0.42	   0.86	    0.58	83.09
24.26	    0.31	    0.23	   0.42	   1.15	    0.58	83.67
22.7275	    0.33	    0.00	   0.41	   0.86	    0.56	84.23
24.6694736842105	    0.30	    0.00	   0.38	   0.86	    0.52	84.75
23.0741666666667	    0.30	    0.00	   0.37	   0.86	    0.51	85.27
13.8641666666667	    0.13	    0.28	   0.37	   1.15	    0.51	85.78
10.3228571428571	    0.00	    0.26	   0.34	   0.86	    0.47	86.25
21.09	    0.00	    0.24	   0.34	   0.86	    0.47	86.71
29.0286666666667	    0.27	    0.00	   0.34	   0.86	    0.46	87.18
18.7188461538462	    0.21	    0.42	   0.33	   1.04	    0.46	87.64
24.5908333333333	    0.27	    0.00	   0.33	   0.86	    0.46	88.10
19.9726923076923	    0.23	    0.00	   0.29	   0.86	    0.40	88.49
12.3973333333333	    0.22	    0.00	   0.28	   0.86	    0.38	88.88
28.34	    0.22	    0.00	   0.27	   0.86	    0.37	89.25
15.11	    0.21	    0.00	   0.26	   0.86	    0.36	89.61
12.6674074074074	    0.20	    0.00	   0.25	   0.86	    0.35	89.96
27.0485714285714	    0.20	    0.00	   0.25	   0.86	    0.34	90.30

Groups 29  &  27
Average dissimilarity = 49.05

	Group 29	Group 27	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
26.7885915492958	    2.25	    0.69	   2.39	   1.35	    4.87	 4.87
17.4094262295082	    0.23	    1.35	   1.71	   2.12	    3.49	 8.36
15.7421917808219	    0.23	    1.22	   1.53	   3.39	    3.11	11.47
8.51615384615385	    0.29	    0.93	   1.40	   1.16	    2.85	14.32
37.5636363636364	    0.79	    0.82	   1.27	   0.90	    2.59	16.91
33.6365517241379	    0.74	    1.34	   1.17	   1.02	    2.38	19.29
38.5183870967742	    0.74	    0.70	   1.14	   0.91	    2.32	21.61
15.6227272727273	    0.73	    0.00	   1.12	   0.86	    2.28	23.89
13.797380952381	    0.07	    0.80	   1.11	   3.03	    2.27	26.16
36.111	    0.00	    0.62	   1.01	   0.87	    2.06	28.22
15.4576923076923	    0.32	    0.96	   0.98	   1.12	    2.00	30.22
36.94125	    0.00	    0.60	   0.98	   0.87	    1.99	32.21
24.6694736842105	    0.61	    0.00	   0.95	   9.52	    1.94	34.15
34.2623076923077	    0.58	    0.00	   0.90	   3.98	    1.84	35.99
18.295	    0.57	    0.00	   0.86	   0.86	    1.76	37.75
19.9726923076923	    0.52	    0.00	   0.81	   4.61	    1.65	39.40
37.0488	    0.51	    0.00	   0.80	   0.86	    1.62	41.03
14.6988	    0.00	    0.51	   0.79	  41.95	    1.60	42.63
22.9871428571429	    0.50	    0.00	   0.78	  11.14	    1.59	44.21
20.2579411764706	    0.23	    0.74	   0.77	   1.85	    1.57	45.79
19.8613793103448	    0.42	    0.49	   0.76	   0.99	    1.54	47.33
9.776	    0.00	    0.50	   0.74	   0.87	    1.51	48.84
21.2123809523809	    0.47	    0.00	   0.73	   4.28	    1.50	50.34
21.4994285714286	    0.47	    0.95	   0.73	   8.34	    1.49	51.82
22.768947368421	    1.33	    0.89	   0.67	   2.76	    1.36	53.18
18.7188461538462	    0.00	    0.42	   0.65	  13.09	    1.32	54.51
21.1221428571429	    0.42	    0.35	   0.65	   1.03	    1.32	55.83
27.6873684210526	    0.41	    0.00	   0.64	  17.91	    1.30	57.13
37.0736363636364	    0.38	    0.00	   0.58	   0.86	    1.19	58.32
22.5507692307692	    0.37	    0.00	   0.58	   3.83	    1.18	59.50
15.538	    0.37	    0.00	   0.56	   0.86	    1.15	60.64
20.4546666666667	    0.36	    0.00	   0.56	   3.25	    1.15	61.79
20.361875	    0.36	    0.00	   0.55	  11.52	    1.13	62.92
30.8036538461538	    1.22	    0.91	   0.50	   1.65	    1.02	63.94
9.75530612244898	    0.33	    0.00	   0.50	   0.86	    1.02	64.96
22.6261111111111	    0.06	    0.32	   0.48	   1.06	    0.98	65.94
23.0741666666667	    0.31	    0.00	   0.48	   6.49	    0.97	66.91
16.3974358974359	    0.00	    0.32	   0.47	   0.87	    0.96	67.87
8.06111111111111	    0.30	    0.00	   0.47	   0.86	    0.95	68.83
19.2089189189189	    0.30	    0.00	   0.46	   4.55	    0.94	69.77
12.3973333333333	    0.29	    0.00	   0.45	   2.67	    0.92	70.69
14.0566666666667	    0.28	    0.00	   0.43	   6.39	    0.87	71.57
21.5752941176471	    0.27	    0.55	   0.43	   0.90	    0.87	72.43
20.5108620689655	    0.07	    0.26	   0.42	   1.09	    0.86	73.29
13.8641666666667	    0.05	    0.28	   0.42	   1.06	    0.86	74.15
20.8027027027027	    0.26	    0.00	   0.40	   3.60	    0.82	74.96
17.325	    0.26	    0.00	   0.40	   0.86	    0.82	75.78
21.09	    0.00	    0.24	   0.39	   0.87	    0.79	76.57
10.3228571428571	    0.00	    0.26	   0.39	   0.87	    0.79	77.36
28.0072727272727	    0.24	    0.00	   0.37	   0.86	    0.75	78.11
18.2241176470588	    0.24	    0.17	   0.37	   1.09	    0.75	78.86
21.405	    1.64	    1.55	   0.35	   1.88	    0.72	79.59
23.216	    0.00	    0.22	   0.35	   0.87	    0.72	80.31
8.47375	    0.23	    0.00	   0.35	   0.86	    0.72	81.02
24.26	    0.29	    0.23	   0.34	   1.18	    0.70	81.72
28.7628571428571	    0.22	    0.00	   0.34	   0.86	    0.69	82.41
19.7226829268293	    3.67	    3.88	   0.34	   1.15	    0.69	83.10
29.0286666666667	    0.21	    0.00	   0.33	   0.86	    0.68	83.78
17.6253333333333	    0.21	    0.00	   0.32	   0.86	    0.66	84.44
21.3482051282051	    1.57	    1.55	   0.32	   1.91	    0.64	85.08
16.2865	    0.26	    0.19	   0.29	   1.67	    0.60	85.68
31.1275	    0.18	    0.00	   0.28	   0.86	    0.58	86.26
28.34	    0.17	    0.00	   0.27	   0.86	    0.54	86.80
8.394	    0.00	    0.16	   0.24	   0.87	    0.48	87.28
20.8413333333333	    0.15	    0.00	   0.23	   2.32	    0.47	87.75
8.54566666666667	    0.15	    0.00	   0.23	   0.86	    0.47	88.22
28.154	    0.15	    0.00	   0.23	   0.86	    0.47	88.69
22.1116666666667	    0.14	    0.00	   0.22	   0.86	    0.46	89.14
13.7290677966102	    0.32	    0.46	   0.22	   4.59	    0.44	89.59
24.55375	    0.13	    0.00	   0.21	   0.86	    0.43	90.02

Groups 7  &  27
Average dissimilarity = 67.66

	 Group 7	Group 27	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
15.4576923076923	    3.00	    0.96	   3.59	   2.58	    5.31	 5.31
9.75530612244898	    1.67	    0.00	   2.89	   5.65	    4.27	 9.58
16.3974358974359	    1.91	    0.32	   2.78	   3.09	    4.12	13.70
21.405	    0.00	    1.55	   2.70	   4.31	    3.99	17.69
8.51615384615385	    1.36	    0.93	   2.36	   1.10	    3.49	21.18
19.7226829268293	    2.53	    3.88	   2.35	   2.52	    3.48	24.66
26.7885915492958	    1.36	    0.69	   2.35	   1.29	    3.48	28.13
33.6365517241379	    0.00	    1.34	   2.33	   5.32	    3.45	31.58
17.4094262295082	    0.00	    1.35	   2.31	   3.21	    3.41	34.99
15.538	    1.16	    0.00	   2.03	   0.86	    3.00	38.00
10.471875	    1.15	    0.00	   2.00	   0.86	    2.96	40.96
17.6253333333333	    1.10	    0.00	   1.91	   8.32	    2.82	43.77
19.5253846153846	    0.97	    2.04	   1.90	   0.96	    2.80	46.57
19.6197619047619	    0.00	    0.98	   1.70	   8.64	    2.51	49.09
11.8472727272727	    0.97	    0.00	   1.69	   0.86	    2.50	51.59
37.5636363636364	    0.95	    0.82	   1.65	   0.97	    2.44	54.03
21.4994285714286	    0.00	    0.95	   1.64	  36.36	    2.42	56.45
38.5471428571429	    0.93	    0.00	   1.60	   0.86	    2.36	58.81
30.8036538461538	    0.00	    0.91	   1.56	  61.57	    2.31	61.13
22.768947368421	    0.00	    0.89	   1.56	   3.89	    2.31	63.43
21.3482051282051	    0.73	    1.55	   1.55	   1.08	    2.28	65.72
10.22	    0.86	    0.00	   1.48	   0.86	    2.19	67.90
11.0493181818182	    0.83	    0.00	   1.43	   0.86	    2.11	70.01
9.776	    0.75	    0.50	   1.31	   1.11	    1.94	71.95
20.2579411764706	    0.00	    0.74	   1.26	   2.89	    1.86	73.81
9.7	    0.71	    0.00	   1.23	   0.86	    1.82	75.63
14.6988	    0.68	    0.51	   1.19	   3.18	    1.75	77.39
38.5183870967742	    0.00	    0.70	   1.15	   0.87	    1.70	79.09
36.111	    0.00	    0.62	   1.14	   0.87	    1.68	80.77
13.8641666666667	    0.66	    0.28	   1.13	   1.16	    1.68	82.44
36.94125	    0.00	    0.60	   1.10	   0.87	    1.62	84.07
20.5108620689655	    0.63	    0.26	   1.09	   1.26	    1.61	85.68
21.5752941176471	    1.14	    0.55	   1.04	   1.28	    1.54	87.22
13.261724137931	    0.58	    0.00	   1.00	   0.86	    1.47	88.69
13.797380952381	    0.51	    0.80	   0.90	   1.29	    1.32	90.02

Groups 6  &  27
Average dissimilarity = 67.75

	 Group 6	Group 27	       	       	        	     
Species	Av.Abund	Av.Abund	Av.Diss	Diss/SD	Contrib%	Cum.%
19.7226829268293	    1.60	    3.88	   3.39	   6.16	    5.01	 5.01
19.5253846153846	    0.00	    2.04	   3.04	   8.55	    4.49	 9.50
26.7885915492958	    2.60	    0.69	   2.79	   2.46	    4.12	13.62
21.3482051282051	    0.00	    1.55	   2.32	   4.93	    3.42	17.04
21.405	    0.00	    1.55	   2.31	   4.46	    3.41	20.45
9.75530612244898	    1.51	    0.00	   2.26	   2.02	    3.33	23.78
33.6365517241379	    0.00	    1.34	   2.00	   5.56	    2.95	26.73
15.6227272727273	    1.30	    0.00	   1.90	   0.86	    2.81	29.54
15.4576923076923	    2.03	    0.96	   1.71	   1.23	    2.52	32.06
36.111	    1.14	    0.62	   1.70	   1.27	    2.51	34.57
8.47375	    1.04	    0.00	   1.53	   0.86	    2.26	36.82
20.2579411764706	    0.99	    0.74	   1.46	   2.32	    2.16	38.98
30.8036538461538	    0.00	    0.91	   1.34	  40.83	    1.98	40.96
22.768947368421	    0.00	    0.89	   1.33	   4.01	    1.97	42.93
19.6651428571429	    0.89	    0.00	   1.33	   7.69	    1.96	44.88
8.51615384615385	    0.00	    0.93	   1.32	   0.87	    1.95	46.83
22.5507692307692	    0.87	    0.00	   1.30	   4.38	    1.91	48.75
18.295	    0.87	    0.00	   1.28	   0.86	    1.89	50.64
21.4994285714286	    0.85	    0.95	   1.26	   5.67	    1.86	52.50
37.0488	    0.82	    0.00	   1.23	   0.86	    1.81	54.31
16.3974358974359	    0.80	    0.32	   1.20	   1.14	    1.77	56.08
13.7290677966102	    0.80	    0.46	   1.20	   1.98	    1.77	57.85
17.4094262295082	    1.80	    1.35	   1.18	   1.29	    1.73	59.59
37.5636363636364	    0.00	    0.82	   1.17	   0.87	    1.72	61.31
15.538	    0.76	    0.00	   1.12	   0.86	    1.65	62.96
22.6261111111111	    0.74	    0.32	   1.10	   1.17	    1.62	64.58
16.2865	    0.90	    0.19	   1.07	   2.74	    1.58	66.16
38.5183870967742	    0.00	    0.70	   0.99	   0.87	    1.47	67.63
14.6988	    0.66	    0.51	   0.99	   3.46	    1.46	69.08
36.94125	    0.00	    0.60	   0.93	   0.87	    1.38	70.46
19.8613793103448	    0.62	    0.49	   0.93	   1.04	    1.37	71.83
23.6841666666667	    0.61	    0.13	   0.89	   1.04	    1.32	73.15
15.7421917808219	    1.71	    1.22	   0.86	   1.35	    1.28	74.42
11.8472727272727	    0.58	    0.00	   0.85	   0.86	    1.25	75.67
16.7157142857143	    0.56	    0.00	   0.84	   0.86	    1.24	76.91
24.6694736842105	    0.54	    0.00	   0.79	   0.86	    1.17	78.08
18.2241176470588	    0.51	    0.17	   0.76	   1.12	    1.12	79.20
19.6197619047619	    0.49	    0.98	   0.76	   0.95	    1.12	80.31
21.1221428571429	    0.51	    0.35	   0.75	   1.18	    1.11	81.43
17.6253333333333	    0.51	    0.00	   0.75	   0.86	    1.11	82.54
9.776	    0.42	    0.50	   0.74	   1.02	    1.09	83.63
17.8185714285714	    0.49	    0.00	   0.74	   0.86	    1.09	84.72
